1.0,817.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
1.0,818.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
1.0,821.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
1.0,822.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
2.0,751.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
2.0,753.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
2.0,754.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
2.0,781.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
3.0,756.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
3.0,757.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
3.0,758.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
3.0,759.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
4.0,719.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
4.0,724.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
4.0,725.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
4.0,761.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
5.0,752.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
5.0,753.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
5.0,892.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
5.0,893.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
6.0,679.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
6.0,707.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
6.0,762.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
6.0,809.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
7.0,222.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
7.0,223.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
7.0,232.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
7.0,241.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
8.0,899.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
8.0,900.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
8.0,901.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
8.0,904.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
9.0,588.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
9.0,651.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
9.0,659.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
9.0,902.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
10.0,564.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
10.0,566.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
10.0,568.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
10.0,570.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
11.0,258.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
11.0,784.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
11.0,788.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
11.0,792.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
12.0,433.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
12.0,437.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
12.0,443.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
12.0,444.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
13.0,649.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
13.0,684.0,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
